issue_id,part,chapter_file,chapter_pages,section_page,line,heading,nearest_heading,kind,status,severity,snippet,action,algorithm
I0162,Core Theory,chapters/theory/derived_langlands.tex,,800,1109,\subsection{From opers to Hecke eigensheaves},\subsection{From opers to Hecke eigensheaves},narrative-meta,must-upgrade,high,$G^\vee$-local systems on~$X$.  The Frenkel--Gaitsgory programme,Prune internal-project vocabulary from running prose,ALG-I
I0163,Core Theory,chapters/theory/derived_langlands.tex,,800,1184,\section{Summary},\section{Summary},narrative-meta,must-upgrade,high,"programmes: geometric Langlands (Programme~I), the KL equivalence",Prune internal-project vocabulary from running prose,ALG-I
I0164,Core Theory,chapters/theory/derived_langlands.tex,,800,1185,\section{Summary},\section{Summary},narrative-meta,must-upgrade,high,"(Programme~II), and fusion product preservation (Programme~III).",Prune internal-project vocabulary from running prose,ALG-I
I0165,Core Theory,chapters/theory/derived_langlands.tex,,800,1187,\section{Summary},\section{Summary},narrative-meta,must-upgrade,high,complex---that unifies these apparently disparate research,Prune internal-project vocabulary from running prose,ALG-I
I0146,Core Theory,chapters/theory/en_koszul_duality.tex,,787,840,\section{\texorpdfstring{The $n = 3$ case: Chern--Simons theory}{The n = 3 case: Chern--Simons theory}},\section{\texorpdfstring{The $n = 3$ case: Chern--Simons theory}{The n = 3 case: Chern--Simons theory}},status-conjectured,must-upgrade,high,\ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0147,Core Theory,chapters/theory/en_koszul_duality.tex,,787,861,\section{\texorpdfstring{The $n = 3$ case: Chern--Simons theory}{The n = 3 case: Chern--Simons theory}},\section{\texorpdfstring{The $n = 3$ case: Chern--Simons theory}{The n = 3 case: Chern--Simons theory}},narrative-meta,must-upgrade,high,\begin{remark}[Scope],Prune internal-project vocabulary from running prose,ALG-I
I0148,Core Theory,chapters/theory/en_koszul_duality.tex,,788,920,\section{Summary and the dimensional ladder},\section{Summary and the dimensional ladder},narrative-meta,must-upgrade,high,Remark~\ref{rem:en-scope}).,Prune internal-project vocabulary from running prose,ALG-I
I0142,Core Theory,chapters/theory/filtered_curved.tex,753-764,761,154,\subsection{When does filtering degenerate to curved?},\subsection{When does filtering degenerate to curved?},narrative-meta,must-upgrade,high,infinite-generator programme.,Prune internal-project vocabulary from running prose,ALG-I
I0143,Core Theory,chapters/theory/filtered_curved.tex,753-764,761,157,\subsection{When does filtering degenerate to curved?},\subsection{When does filtering degenerate to curved?},narrative-meta,must-upgrade,high,$W_N$ algebras to the $W_\infty$/Yangian frontier recorded in,Prune internal-project vocabulary from running prose,ALG-I
I0051,Core Theory,chapters/theory/higher_genus.tex,361-556,361,76,\chapter{Higher genus},\chapter{Higher genus},narrative-meta,must-upgrade,high,extension of~\S\ref{sec:modular-koszul-programme} articulates,Prune internal-project vocabulary from running prose,ALG-I
I0052,Core Theory,chapters/theory/higher_genus.tex,361-556,361,77,\chapter{Higher genus},\chapter{Higher genus},narrative-meta,must-upgrade,high,the higher-genus programme.  The condition $\kappa = 0$ is simultaneously the mathematical condition for the bar complex to be uncurved and the physical condition for anomaly cancellation.,Prune internal-project vocabulary from running prose,ALG-I
I0053,Core Theory,chapters/theory/higher_genus.tex,361-556,437,5109,\subsection{Strategy of proof: overview},\subsection{Strategy of proof: overview},narrative-meta,must-upgrade,high,"While each ingredient is classical, their synthesis to prove",Prune internal-project vocabulary from running prose,ALG-I
I0054,Core Theory,chapters/theory/higher_genus.tex,361-556,454,6484,\subsection{Corollaries and physical interpretation},\subsection{Corollaries and physical interpretation},status-heuristic,must-upgrade,high,\begin{conjecture}[Physical interpretation; \ClaimStatusHeuristic],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0055,Core Theory,chapters/theory/higher_genus.tex,361-556,454,6509,\subsection{Corollaries and physical interpretation},\subsection{Corollaries and physical interpretation},narrative-meta,must-upgrade,high,\begin{remark}[Scope of Conjecture~\ref{conj:physical-complementarity}],Prune internal-project vocabulary from running prose,ALG-I
I0056,Core Theory,chapters/theory/higher_genus.tex,361-556,454,6510,\subsection{Corollaries and physical interpretation},\subsection{Corollaries and physical interpretation},status-heuristic,must-upgrade,high,This corollary is labeled \ClaimStatusHeuristic{} because a complete proof requires:,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0057,Core Theory,chapters/theory/higher_genus.tex,361-556,454,6516,\subsection{Corollaries and physical interpretation},\subsection{Corollaries and physical interpretation},narrative-meta,must-upgrade,high,"as a chiral Koszul pair, which is beyond the scope of this monograph.",Prune internal-project vocabulary from running prose,ALG-I
I0058,Core Theory,chapters/theory/higher_genus.tex,361-556,456,6776,\subsection{Self-dual algebras and critical level},\subsection{Self-dual algebras and critical level},status-heuristic,must-upgrade,high,\begin{conjecture}[String theory interpretation; \ClaimStatusHeuristic],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0059,Core Theory,chapters/theory/higher_genus.tex,361-556,456,6793,\subsection{Self-dual algebras and critical level},\subsection{Self-dual algebras and critical level},narrative-meta,must-upgrade,high,\begin{remark}[Scope of Conjecture~\ref{conj:string-theory-complementarity-explicit}],Prune internal-project vocabulary from running prose,ALG-I
I0060,Core Theory,chapters/theory/higher_genus.tex,361-556,456,6794,\subsection{Self-dual algebras and critical level},\subsection{Self-dual algebras and critical level},status-heuristic,must-upgrade,high,This corollary is labeled \ClaimStatusHeuristic{} because:,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0061,Core Theory,chapters/theory/higher_genus.tex,361-556,485,8886,\subsection{Modular Koszul chiral algebras: the definition},\subsection{Modular Koszul chiral algebras: the definition},status-conjectured,must-upgrade,high,\begin{remark}[Extended axioms; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0062,Core Theory,chapters/theory/higher_genus.tex,361-556,485,8919,\subsection{Modular Koszul chiral algebras: the definition},\subsection{Modular Koszul chiral algebras: the definition},narrative-meta,must-upgrade,high,the Stratum~II programme (Remark~\ref{rem:two-strata}).,Prune internal-project vocabulary from running prose,ALG-I
I0063,Core Theory,chapters/theory/higher_genus.tex,361-556,485,9161,\subsection{Modular Koszul chiral algebras: the definition},\subsection{Modular Koszul chiral algebras: the definition},narrative-meta,must-upgrade,high,and the distinct three-packet non-principal orbit frontier,Prune internal-project vocabulary from running prose,ALG-I
I0064,Core Theory,chapters/theory/higher_genus.tex,361-556,485,9421,\subsection{Modular Koszul chiral algebras: the definition},\subsection{Modular Koszul chiral algebras: the definition},narrative-meta,must-upgrade,high,"$n=3,4,5,6$ and remain zero in the staged $n=7$ frontier run.",Prune internal-project vocabulary from running prose,ALG-I
I0065,Core Theory,chapters/theory/higher_genus.tex,361-556,485,9993,\subsection{Modular Koszul chiral algebras: the definition},\subsection{Modular Koszul chiral algebras: the definition},narrative-meta,must-upgrade,high,\begin{remark}[Scope of the universal PBW theorem],Prune internal-project vocabulary from running prose,ALG-I
I0066,Core Theory,chapters/theory/higher_genus.tex,361-556,485,10027,\subsection{Modular Koszul chiral algebras: the definition},\subsection{Modular Koszul chiral algebras: the definition},narrative-meta,must-upgrade,high,of the non-principal orbit programme,Prune internal-project vocabulary from running prose,ALG-I
I0067,Core Theory,chapters/theory/higher_genus.tex,361-556,485,10044,\subsection{Modular Koszul chiral algebras: the definition},\subsection{Modular Koszul chiral algebras: the definition},narrative-meta,must-upgrade,high,completion scaffold of \S\ref{sec:modular-koszul-programme} is the,Prune internal-project vocabulary from running prose,ALG-I
I0068,Core Theory,chapters/theory/higher_genus.tex,361-556,485,10593,\subsection{Modular Koszul chiral algebras: the definition},\subsection{Modular Koszul chiral algebras: the definition},narrative-meta,must-upgrade,high,\begin{remark}[Scope of Theorem~\ref{thm:explicit-theta}],Prune internal-project vocabulary from running prose,ALG-I
I0069,Core Theory,chapters/theory/higher_genus.tex,361-556,485,10882,\subsection{Modular Koszul chiral algebras: the definition},\subsection{Modular Koszul chiral algebras: the definition},narrative-meta,must-upgrade,high,of the MC2 programme at Step~1.,Prune internal-project vocabulary from running prose,ALG-I
I0070,Core Theory,chapters/theory/higher_genus.tex,361-556,485,11082,\subsection{Modular Koszul chiral algebras: the definition},\subsection{Modular Koszul chiral algebras: the definition},narrative-meta,must-upgrade,high,"Proposition~\ref{prop:mc2-reduction-principle}, the live MC2 frontier",Prune internal-project vocabulary from running prose,ALG-I
I0071,Core Theory,chapters/theory/higher_genus.tex,361-556,485,11303,\subsection{Modular Koszul chiral algebras: the definition},\subsection{Modular Koszul chiral algebras: the definition},narrative-meta,must-upgrade,high,"(\S\ref{sec:modular-koszul-programme}, axiom~\ref{MK:clutching-verdier}).",Prune internal-project vocabulary from running prose,ALG-I
I0072,Core Theory,chapters/theory/higher_genus.tex,361-556,485,14084,\subsection{Modular Koszul chiral algebras: the definition},\subsection{Modular Koszul chiral algebras: the definition},narrative-meta,must-upgrade,high,\begin{remark}[Frontier consequence for MC2],Prune internal-project vocabulary from running prose,ALG-I
I0073,Core Theory,chapters/theory/higher_genus.tex,361-556,485,14087,\subsection{Modular Koszul chiral algebras: the definition},\subsection{Modular Koszul chiral algebras: the definition},narrative-meta,must-upgrade,high,three-package frontier:,Prune internal-project vocabulary from running prose,ALG-I
I0074,Core Theory,chapters/theory/higher_genus.tex,361-556,485,14578,\subsection{Modular Koszul chiral algebras: the definition},\subsection{Modular Koszul chiral algebras: the definition},narrative-meta,must-upgrade,high,(Future~7) have not been computed explicitly for any,Prune internal-project vocabulary from running prose,ALG-I
I0075,Core Theory,chapters/theory/higher_genus.tex,361-556,485,14626,\subsection{Modular Koszul chiral algebras: the definition},\subsection{Modular Koszul chiral algebras: the definition},narrative-meta,must-upgrade,high,\begin{remark}[Scope of scalar saturation and its frontier],Prune internal-project vocabulary from running prose,ALG-I
I0076,Core Theory,chapters/theory/higher_genus.tex,361-556,485,14661,\subsection{Modular Koszul chiral algebras: the definition},\subsection{Modular Koszul chiral algebras: the definition},narrative-meta,must-upgrade,high,\emph{The genuine frontier: coupled multi-parameter families.},Prune internal-project vocabulary from running prose,ALG-I
I0077,Core Theory,chapters/theory/higher_genus.tex,361-556,485,14691,\subsection{Modular Koszul chiral algebras: the definition},\subsection{Modular Koszul chiral algebras: the definition},narrative-meta,must-upgrade,high,"programme~\cite{ACL19}, reducing to a one-parameter family.",Prune internal-project vocabulary from running prose,ALG-I
I0078,Core Theory,chapters/theory/higher_genus.tex,361-556,485,14791,\subsection{Modular Koszul chiral algebras: the definition},\subsection{Modular Koszul chiral algebras: the definition},narrative-meta,must-upgrade,high,A careful analysis of this frontier reveals a three-stratum,Prune internal-project vocabulary from running prose,ALG-I
I0079,Core Theory,chapters/theory/higher_genus.tex,361-556,485,14815,\subsection{Modular Koszul chiral algebras: the definition},\subsection{Modular Koszul chiral algebras: the definition},narrative-meta,must-upgrade,high,these are the genuine frontier.  Such algebras have primary,Prune internal-project vocabulary from running prose,ALG-I
